Duplicate Company Name? - Final (Yes / No),Corrected Company Name - Final,Company Name,Corrected Alias Name - Final,Company Alias,Customer or Supplier?
,Olympia Industries Ltd.,Olympia Industries Ltd.,Olympia Industries,Olympia Industries,Customer
,Omaxe Ltd,Omaxe Ltd,Omaxe,Omaxe,Customer
,Om Hardware,Om Hardware,Om Hardware,Om Hardware,Customer
,Om irritech Ltd.,Om irritech Ltd.,Om irritech,Om irritech Ltd.,Customer
,Om Metals Infraprojects Ltd.,Om Metals Infraprojects Ltd.,Om Metals,Om Metals Infra,Customer
,Omnikart Engineering Pvt. Ltd.,Omnikart Engineering Pvt. Ltd.,Omnikart Engineering,Omnikart Engineering,Customer
,Omnipotent Industries Pvt. Ltd.,Omnipotent Industries Pvt. Ltd.,Omnipotent Industries,Omnipotent Industries Pvt. Ltd.,Customer
,Omron Healthcare India Pvt. Ltd.,OMRON HEALTHCARE INDIA PRIVATE LIMITED,Omron,OMRON HEALTHCARE INDIA PRIVATE LIMITED,Customer
,Omya India,Omya India,Omya,Omya India,Customer
,One97 Communications Ltd,One97 Communications Ltd,Paytm,One97 Communications,Customer
,Onkar Infotech,Onkar Infotech,Onkar Infotech,Onkar Infotech,Customer
,Optimized Solutions Pvt. Ltd.,Optimized Solutions Pvt. Ltd.,Optimized Solutions,Optimized Solutions,Customer
,Orbit Bearings India Pvt. Ltd.,Orbit Bearings India Pvt. Ltd.,Orbit Bearings,Orbit Bearings,Customer
,Orbit Industries,Orbit Industries,Orbit Industries,Orbit Industries,Customer
,Orchev Pharma Pvt. Ltd.,Orchev Pharma Pvt. Ltd.,Orchev Pharma,Orchev Pharma,Customer
,Orchid Chemicals and Pharmaceuticals Ltd.,Orchid Chemicals and Pharmaceuticals Ltd.,Orchid Chemicals and Pharm,Orchid Chemicals and Pharmaceuticals,Customer
,Oriental Foundry Pvt. Ltd.,Oriental Foundry Pvt. Ltd.,Oriental Foundry,Oriental Foundry,Customer
,Oriental Rubber Industries Pvt. ltd.,Oriental Rubber Industries Pvt. ltd.,Oriental Rubber Industry,Oriental Rubber,Customer
,Orient Electric,Orient Electric,Orient Electric,Orient Elec.,Customer
,Orient Enterprise (Guj) Pvt. Ltd.,Orient Enterprise (Guj) Pvt. Ltd.,Orient Enterprise,Orient Enterprise,Customer
,Orlov Greentech Pvt. Ltd.,Orlov Greentech Pvt. Ltd.,Orlov Greentech,Orlov Greentech,Customer
,Oscon Vac-Tech Pvt. Ltd.,Oscon Vac-Tech Pvt. Ltd.,Oscon Vac-Tech,Oscon Vac-Tech,Customer
,Overseas Infrastructure Alliance India Pvt. Ltd.,Overseas Infrastructure Alliance India Pvt. Ltd.,Overseas Infra,Overseas Infra,Customer
,Ovn Trading Engineers Pvt. Ltd.,Ovn Trading Engineers Pvt. Ltd.,Ovn Trading,Ovn Trading,Customer
,Owens Corning India Pvt. Ltd.,Owens Corning India Pvt. Ltd.,Owens Corning,Owens Corning India,Customer
,Ozone Overseas Pvt. Ltd.,Ozone Overseas Pvt. Ltd.,Ozone Overseas,Ozone Overseas,Customer
,P2 Power Solutions,P2 Power Solutions,P2 Power Solutions,P2 Power Solutions,Customer
,Packwell Gaskets Pvt. Ltd.,Packwell Gaskets Pvt. Ltd.,Packwell Gaskets,Packwell Gaskets,Customer
,Pacoline Industries Pvt. Ltd.,Pacoline Industries Pvt. Ltd.,Pacoline Industries,Pacoline Industries,Customer
,Palm Grove Beach Hotel Pvt. Ltd.,Palm Grove Beach Hotel Pvt. Ltd.,Palm Grove Beach Hotel,Palm Grove Beach Hotel,Customer
,Panacea Biotec Ltd.,Panacea Biotec Ltd.,Panacea Biotec,Panacea Biotec,Customer
,Panasonic India Pvt. Ltd.,Panasonic India Pvt. Ltd.,Panasonic,Panasonic,Customer
,Panchal Manufacturing Co. Pvt. Ltd.,Panchal Manufacturing Co. Pvt. Ltd.,Panchal Mfg.,Panchal Mfg.,Customer
,Panexcell Clinical Lab Pvt. Ltd.,Panexcell Clinical Lab Pvt. Ltd.,Panexcell Clinical,Panexcell Clinical,Customer
,Papers Worldwide India Services Pvt. Ltd.,Papers Worldwide India Services Pvt. Ltd.,Papers Worldwide,Papers Worldwide,Customer
,Paracoat Products Ltd,PARACOAT PRODUCTS LTD,Paracoat Products,PARACOAT PRODUCTS LTD,Customer
,Param Dairy Ltd.,Param Dairy Ltd.,Param Dairy,Param Dairy,Customer
,Paramount Cables,Paramount Cables,Paramount Cables,Paramount Cables,Customer
,Paras Colours And Pigments,Paras Colours And Pigments,Paras Colours and Pigments,Paras Colours Pig.,Customer
,Paras Enterprises,Paras Enterprises,Paras Enterprises,Paras Enterprises,Customer
,Paras Rings Pvt. Ltd.,Paras Rings Pvt. Ltd.,Paras Rings,Paras Rings,Customer
,Par Associates.,PAR ASSOCIATES.,PAR ASSOCIATES,PAR ASSOCIATES,Customer
,Parenteral Drugs India Ltd.,Parenteral Drugs India Ltd.,Parenteral Drugs,Parenteral Drugs India Ltd.,Customer
,Parishudh Machines Pvt. Ltd.,Parishudh Machines Pvt. Ltd.,Parishudh Machines,Parishudh Machines,Customer
,Parker Hannifin India Pvt. Ltd.,Parker Hannifin India Pvt. Ltd.,Parker Hannifin,Parker Hannifin,Customer
,Parmar Engineering Works,Parmar Engineering Works,Parmar Engineering,Parmar Engineering,Customer
,Parveen Industries Pvt. Ltd.,Parveen Industries Pvt. Ltd.,Parveen Industries,Parveen Industries,Customer
,Pashupatinath Enterprises,Pashupatinath Enterprises,Pashupatinath Enterprises,Pashupatinath Ent.,Customer
,Patvin Engineering Pvt. Ltd.,Patvin Engineering Pvt. Ltd.,Patvin Engineering,Patvin Engineering,Customer
,PCA Motors Pvt. Ltd.,PCA Motors Pvt. Ltd.,PCA Motors,PCA Motors Pvt. Ltd.,Customer
,PC Sons Castings Pvt. Ltd.,PC Sons Castings Pvt. Ltd.,PC Sons Castings,PC Sons Castings,Customer
,Pearl Furniture Pvt. Ltd.,Pearl Furniture Pvt. Ltd.,Pearl Furniture,Pearl Furniture,Customer
,Pearl Metaplast,Pearl Metaplast,Pearl Metaplast,Pearl Metaplast,Customer
,Pee Empro Exports Pvt. Ltd.,Pee Empro Exports Pvt. Ltd.,Pee Empro Exports,Pee Empro Exports,Customer
,Pegasus Engineering & Commercial Corporation,Pegasus Engineering & Commercial Corporation,Pegasus,Pegasus Engineering & Commercial Corporation,Customer
,Pelangi Niaga Oil and Gas Sdn Bhd,Pelangi Niaga Oil and Gas Sdn Bhd,Pelangi Oil and Gas,Pelangi Oil and Gas,Customer
,Pentagon Machines And Tools,Pentagon Machines And Tools,Pentagon Machines And Tools,Pentagon Machines And Tools,Customer
,Pentair Water India Pvt. Ltd.,Pentair Water India Pvt. Ltd.,Pentair Water,Pentair Water India,Customer
,Pepsico India Holdings Pvt. Ltd.,Pepsico India Holdings Pvt. Ltd.,Pepsico,Pepsico,Customer
,PerfectPac Ltd.,PerfectPac Ltd.,PerfectPac,PerfectPac,Customer
,Perfetti Van Melle India Pvt. Ltd.,Perfetti Van Melle India Pvt. Ltd.,Perfetti,Perfetti Van Melle,Customer
,PERI India Pvt. Ltd.,PERI India Pvt. Ltd.,PERI,PERI India,Customer
,Perkins India Pvt. Ltd.,Perkins India Pvt. Ltd.,Perkins,Perkins India,Customer
Yes,Petronet LNG Ltd.,Petronet LNG Limited,Petronet,Legacy Account,Customer
Yes,Petronet LNG Ltd.,Petronet LNG Ltd.,Petronet,Petronet,Customer
,Philip Morris International,Philip Morris International,Philip Morris,Philip Morris International,Customer
,Philips India Ltd.,Philips India Ltd.,Philips,Philips India Ltd.,Customer
,Phoenix Textile Engineering Pvt. Ltd.,Phoenix Textile Engineering Pvt. Ltd.,Phoenix Textile Engg,Phoenix Textile Engg,Customer
,Photon Scientific,Photon Scientific,Photon Scientific,Photon Scientific,Customer
,PIA Consultancy and Engineering Pvt. Ltd.,PIA Consultancy and Engineering Pvt. Ltd.,PIA Consultancy,PIA Consultancy,Customer
,Pidilite Industries Ltd.,Pidilite Industries Ltd.,Pidilite,Pidilite,Customer
,PIEM Hotels Ltd. Unit Taj Swarna Amritsar,PIEM Hotels Ltd. Unit Taj Swarna Amritsar,Tata,TAJ,Customer
,Pioneer Enterprises India Pvt. Ltd.,Pioneer Enterprises India Pvt. Ltd.,Pioneer Enterprises,Pioneer Enterprises,Customer
,Pipeline Infrastructure Pvt. Ltd.,Pipeline Infrastructure Pvt. Ltd.,Reliance,Reliance,Customer
,Piramal Enterprises Ltd.,Piramal Enterprises Ltd.,Piramal,Piramal,Customer
,PISC International Inc.,Pisc International Inc.,Pisc International,Pisc International Inc.,Customer
,PKR Group,PKR Group,PKR Group,PKR Group,Customer
,PKS Developers,PKS Developers,PKS Developers,PKS Developers,Customer
,Plasser India Pvt. Ltd.,Plasser India Pvt. Ltd.,Plasser,Plasser India,Customer
,Plastech Solutions,Plastech Solutions,Plastech Solutions,Plastech Solutions,Customer
,Pl Industries Ltd.,Pl Industries Ltd.,Pl Industries,Pl Industries,Customer
,P. M. Diesels Pvt. Ltd.,P. M. Diesels Pvt. Ltd.,PM Diesels,P. M. Diesels,Customer
,PNB MetLife,PNB MetLife,PNB,PNB MetLife,Customer
,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services Pvt. Ltd.,PNP Maritime,PNP Maritime,Customer
,Polybond India Pvt. Ltd.,Polybond India Pvt. Ltd.,Polybond,Polybond India,Customer
,Polyplastics Industries India Pvt. Ltd.,Polyplastics Industries India Pvt. Ltd.,Polyplastics Indus,Polyplastics Indus,Customer
,Pooja Forge Ltd.,Pooja Forge Ltd.,Pooja Forge,Pooja Forge,Customer
,Poonam Equipment Pvt. Ltd.,Poonam Equipment Pvt. Ltd.,Poonam Equipment,Poonam Equipment,Customer
,Poona Pressings Pvt. Ltd.,Poona Pressings Pvt. Ltd.,Poona Pressings,Poona Pressings,Customer
,POSCO-Maharashtra Steel Pvt. Ltd.,POSCO-Maharashtra Steel Pvt. Ltd.,POSCO,POSCO,Customer
,Poshs Metal Industries Pvt.Ltd.,Poshs Metal Industries Pvt.Ltd.,Poshs,Poshs Metal Industry,Customer
,Potence Controls Pvt. Ltd.,Potence Controls Pvt. Ltd.,Potence Controls,Potence Controls,Customer
,Poultry Diagnostic Research Center,Poultry Diagnostic Research Center,Poultry Diagnostic,Poultry Diagnostic,Customer
,Power Finance Corporation Ltd.,Power Finance Corporation Ltd.,Power Finance Corporation,Power Finance Corporation,Customer
,PP Foods,PP Foods,PP Foods,PP Foods,Customer
,Prabha Energy Pvt. Ltd.,Prabha Energy Pvt. Ltd.,Prabha Energy,Prabha Energy,Customer
,Pragati Enterprises,Pragati Enterprises,Pragati Enterprises,Pragati Enterprises,Customer
,Pragati Power Corporation Ltd.,Pragati Power Corporation Ltd.,Pragati Power,Pragati Power,Customer
,Prakash Engitech Pvt. Ltd.,Prakash Engitech Pvt. Ltd.,Prakash Engitech,Prakash Engitech,Customer
,Pranav Construction Systems Pvt. Ltd.,Pranav Construction Systems Pvt. Ltd.,Pranav Construction,Pranav Construction,Customer
,Pranav Vikas India Ltd.,Pranav Vikas India Ltd.,Pranav Vikas,Pranav Vikas India,Customer
,Prashant Castings Pvt. Ltd.,Prashant Castings Pvt. Ltd.,Prashant Castings,Prashant Castings,Customer
,Prasol Chemicals Ltd.,Prasol Chemicals Ltd.,Prasol Chemicals,Prasol,Customer
,Pratik Ready Mix Concrete,Pratik Ready Mix Concrete,Pratik Ready Concrete,Pratik Ready Mix,Customer
,Pratyarpana Services Pvt. Ltd.,Pratyarpana Services Pvt. Ltd.,Pratyarpana Services,PRATYARPANA,Customer
,Precision Automation and Robotics India Ltd.,Precision Automation and Robotics India Ltd.,Precision Automation,Precision Automation,Customer
,Precision Equipments Pvt. Ltd.,Precision Equipments Pvt. Ltd.,Precision Equipments,Precision Equipments,Customer
,Preipolar Engineering Pvt. Ltd.,Preipolar Engineering Pvt. Ltd.,Preipolar Engg,Preipolar Engg,Customer
,Premji Leasing,Premji Leasing,Premji Leasing,Premji Leasing,Customer
,Premji Sales Co Pvt. Ltd.,Premji Sales Co Pvt. Ltd.,Premji Sales,Premji Sales Co,Customer
,Presto Infosolutions Pvt. Ltd.,Presto Infosolutions Pvt. Ltd.,Presto Infosolutions,Presto Infosolutions,Customer
,Pricol Ltd.,Pricol Ltd.,Pricol,Pricol,Customer
,Prime Meiden Ltd.,Prime Meiden Ltd.,Prime Meiden,Prime Meiden,Customer
,Prime Value Infrastructure Pvt. Ltd.,Prime Value Infrastructure Pvt. Ltd.,Prime Value Infra,Prime Value Infra,Customer
,Prince Pipes and Fittings Pvt. Ltd.,Prince Pipes and Fittings Pvt. Ltd.,Prince Pipes,Prince Pipes-Fitting,Customer
,Prism Johnson Ltd.,Prism Johnson Ltd.,Prism Johnson,PRISM,Customer
,Pritech Automation Pvt. Ltd.,PRITECH,Pritech,PRITECH,Customer
,Priti Sales,Priti Sales,Priti Sales,Priti Sales,Customer
,Privi Organics Ltd.,Privi Organics Ltd.,Privi Organics,Privi Organics,Customer
,Probox Solutions India Pvt. Ltd.,Probox Solutions India Pvt. Ltd.,Probox Solutions,Probox Solutions,Customer
,Process Construction and Technical Services Pvt. Ltd.,Process Construction and Technical Services Pvt. Ltd.,Process Construction,PCTS,Customer
,Procter & Gamble Home Products Pvt. Ltd.,Procter & Gamble Home Products Pvt. Ltd.,P&G,Procter & Gamble Home Products Pvt. Ltd.,Customer
,Procter & Gamble Hygiene and Health Care Ltd,Procter & Gamble Hygiene and Health Care Ltd,P&G,Procter & Gamble Hygiene,Customer
,Progression Industries Pvt. Ltd.,Progression Industries Pvt. Ltd.,Progression Industry,Progression Industry,Customer
,Projects and Development India Ltd.,Projects and Development India Ltd.,Projects-Dev India,Projects-Dev India,Customer
,Project Supply Systems,Project Supply Systems,Project Supply,Project Supply Sys,Customer
,Pro-Pack Materials India Pvt. Ltd.,Pro-Pack Materials India Pvt. Ltd.,Pro-Pack,Pro-Pack Materials,Customer
,PSV Infrastructures Ltd.,PSV Infrastructures Ltd.,PSV,PSV Infrastructure,Customer
,Pt. Graindo Bima Mandiri,Pt. Graindo Bima Mandiri,Graindo,Graindo,Customer
,Pulcra Chemicals India Pvt. Ltd.,Pulcra Chemicals India Pvt. Ltd.,Pulcra Chemicals,Pulcra Chemicals,Customer
,Pune Air Products,Pune Air Products,Pune Air Products,Pune Air Products,Customer
,Punj Lloyd Ltd.,Punj Lloyd Ltd.,Punj Lloyd,Punj Lloyd,Customer
,Purandar Milk and Agro Products Ltd.,Purandar Milk and Agro Products Ltd.,Purandar Milk & Agro,Purandar Milk & Agro,Customer
,Puratos Food Ingredients India Pvt. Ltd.,Puratos Food Ingredients India Pvt. Ltd.,Puratos Food,Puratos Food,Customer
,Pureport Engineering Pvt. Ltd.,Pureport Engineering Pvt. Ltd.,Pureport Engineering,Pureport Engineering,Customer
,PYN Autocomp Pvt. Ltd.,PYN Autocomp Pvt. Ltd.,PYN Autocomp,PYN Autocomp,Customer
,Q-FLX Wires and Cables,Q-FLX Wires and Cables,Q-FLX Wires and Cables,Q-FLX Wires and Cables,Customer
,QRG Health City,QRG Health City,QRG Health City,QRG,Customer
,Quess Corp Ltd.,Quess Corp Ltd.,Quess Corp,Quess,Customer
,Quippo Oil and Gas Infrastructure Ltd.,Quippo Oil and Gas Infrastructure Ltd.,Quippo,Quippo,Customer
,RACL Gear tech,RACL Gear tech,RACL Gear tech,RACL Gear tech,Customer
,Radhe Shyam Industries,Radhe Shyam Industries,Radhe Shyam Industries,Radhe Shyam Industry,Customer
,Rahi Systems Pvt. Ltd.,Rahi Systems Pvt. Ltd.,Rahi Systems,Rahi Sys,Customer
,Rahul Automobiles,Rahul Automobiles,Rahul Automobiles,Rahul Automobiles,Customer
,Rail Coach Factory,Rail Coach Factory,Rail Coach Factory,Railcoach,Customer
,Rail Vikas Nigam Ltd.,Rail Vikas Nigam Ltd.,Rail Vikas Nigam,Rail Vikas Nigam,Customer
,Rajashree International,Rajashree International,Rajashree International,Rajashree Intl.,Customer
,Raj Dies and Engineering,Raj Dies and Engineering,Raj Dies and Engineering,Raj Dies Engineering,Customer
,Rajendra Gears,Rajendra Gears,Rajendra Gears,Rajendra Gears,Customer
,Rajoo Engineers Ltd.,Rajoo Engineers Ltd.,Rajoo Engineers,Rajoo Engineers,Customer
,Raj Petro Specialties Pvt. Ltd.,Raj Petro Specialties Pvt. Ltd.,Raj Petro Specialties,Raj Petro Speciality,Customer
,Rallis India,Rallis India,Rallis,Rallis India,Customer
,Rama Hospital and Research Center,Rama Hospital and Research Center,Rama Hospital and Research Center,Rama Hospital Res.,Customer
,Rama Krishi Rasayn,Rama Krishi Rasayn,Rama Krishi Rasayn,Rama Krishi Rasayn,Customer
,"Ramakrishna Services, Energy & OMP Partners","Ramakrishna Services, Energy & OMP Partners",Ramakrishna Services,"Ramakrishna Services, Energy & OMP Partners",Customer
,Rama Phosphate Ltd.,Rama Phosphate Ltd.,Rama Phosphate,Rama Phosphate Ltd.,Customer
,Ramelex Pvt. Ltd.,Ramelex Pvt. Ltd.,Ramelex,Ramelex,Customer
,Ramnatasha System and Solutions,Ramnatasha System and Solutions,Ramnatasha System and Solutions,Ramnatasha System,Customer
,Rane TRW Steering Systems Ltd.,Rane TRW Steering Systems Ltd.,Rane,Rane Group,Customer
,Raptakos Brett and Co. Ltd.,Raptakos Brett and Co. Ltd.,Raptakos Brett,Raptakos Brett,Customer
,Rare Enterprises,Rare Enterprises,Rare Enterprises,Rare Enterprises,Customer
,Rasandik Engineering Industries India Pvt. Ltd.,Rasandik Engineering Industries India Pvt. Ltd.,Rasandik Engineering,Rasandik Engineering,Customer
,Rashtriya Chemicals and Fertilizers Ltd.,Rashtriya Chemicals and Fertilizers Ltd.,RCF,RCFL,Customer
,Rathi Steel And Power Ltd.,Rathi Steel And Power Ltd.,Rathi Steel,Rathi Steel Power,Customer
,Rathore Brothers,Rathore Brothers,Rathore Brothers,Rathore Brothers,Customer
,Ratnagiri Wind Power Projects Pvt. Ltd.,Ratnagiri Wind Power Projects Pvt. Ltd.,Ratnagiri Wind Power,Ratnagiri Wind Power,Customer
,Ravi Metal Treatment,Ravi Metal Treatment,Ravi Metal Treatment,Ravi Metal Treatment,Customer
,Ravi Technoforge Pvt. Ltd.,Ravi Technoforge Pvt. Ltd.,Ravi Technoforge,Ravi Technoforge,Customer
,Raymond Apparel Ltd.,Raymond Apparel Ltd.,Raymond,Raymond,Customer
,Raymond Ltd.,Raymond Ltd.,Raymond,Raymond,Customer
,Raymond Luxury Cotton Ltd.,Raymond Luxury Cotton Ltd.,Raymond,Raymond,Customer
,Ray Offshore and Marine Supply,Ray Offshore and Marine Supply,Ray Offshore,Ray Offshore Marine,Customer
,Reliance Corporate Park,RCP MUM,Reliance,RCP,Customer
,RDC Concrete India Pvt. Ltd.,RDC Concrete India Pvt. Ltd.,RDC Concrete,RDC Concrete India,Customer
,Recaero India Pvt. Ltd.,Recaero India Pvt. Ltd.,Recaero,Recaero,Customer
,Reckitt Benckiser (India) Pvt. Ltd.,Reckitt Benckiser (India) Pvt. Ltd.,Reckitt Benckiser,Reckitt Benckiser,Customer
,Reet Industries,Reet Industries,Reet Industries,Reet Industries,Customer
,REHAU Polymers Pvt. Ltd.,REHAU Polymers Pvt. Ltd.,REHAU Polymers,REHAU Polymers,Customer
,Rekise Marine Pvt. Ltd.,Rekise Marine Pvt. Ltd.,Rekise Marine,Rekise Marine,Customer
,Reliance,Reliance,Reliance,Reliance,Customer
,Reliance Composite Solution,Reliance Composite Solution,Reliance,Reliance,Customer
,Reliance Corporate IT Park Ltd.,Reliance Corporate IT Park Ltd.,Reliance,Reliance,Customer
,Reliance Gas Pipelines Ltd.,Reliance Gas Pipelines Ltd.,Reliance,Reliance,Customer
,Reliance Gas Transportation Infrastructure Ltd.,Reliance Gas Transportation Infrastructure Ltd.,Reliance,Reliance,Customer
,Reliance India Ltd.,Reliance India Ltd.,Reliance,Reliance,Customer
,Reliance Industries Ltd.,Reliance Industries Ltd.,Reliance,Reliance,Customer
,Reliance Infrastructure Ltd.,Reliance Infrastructure Ltd.,Reliance,Reliance,Customer
,Reliance Jio Infocomm Ltd.,Reliance Jio Infocomm Ltd.,Reliance,Reliance,Customer
,Reliance Petro Marketing Ltd.,Reliance Petro Marketing Ltd.,Reliance,Reliance,Customer
,Religare Health Insurance Co. Ltd.,Religare Health Insurance Co. Ltd.,Religare,Religare,Customer
,Remi Elektrotechnik Ltd.,Remi Elektrotechnik Ltd.,Remi,Remi Elektrotechnik,Customer
,Remsons Industries Ltd.,Remsons Industries Ltd.,Remsons,Remsons Industries,Customer
,Renaissance Mumbai Convention Centre Hotel,Renaissance Mumbai Convention Centre Hotel,Renaissance Hotel,Marriott International,Customer
,Renata Precision Components Pvt. Ltd.,Renata Precision Components Pvt. Ltd.,Renata Precision,Renata Precision,Customer
,Renfro India Pvt. Ltd.,Renfro India Pvt. Ltd.,Renfro,Renfro India,Customer
,Renishaw Metrology Systems Ltd.,Renishaw Metrology Systems Ltd.,Renishaw Metrology,Renishaw Metrology,Customer
,Renom Energy Services LLP,Renom Energy Services LLP,Renom Energy,RENOM ENERGY,Customer
,Repro India Ltd.,Repro India Ltd.,Repro,Repro India,Customer
,Research Innovation Incubation Design Labs,Research Innovation Incubation Design Labs,Research Innovation,Research Innovation,Customer
,Resins And Plastics Ltd.,Resins And Plastics Ltd.,Resins & Plastics,Resins And Plastics,Customer
,Rexel India Pvt. Ltd.,Rexel India Pvt. Ltd.,Rexel,Rexel India,Customer
,Rex Industries India Pvt. Ltd.,Rex Industries India Pvt. Ltd.,Rex Industries,Rex Industries,Customer
,Rico Auto Industries Ltd.,Rico Auto Industries Ltd.,Rico,Rico Auto Industries,Customer
,Ricoh India Ltd.,Ricoh India Limited,Ricoh,Ricoh India Limited,Customer
,Riddhi Polymers,Riddhi Polymers,Riddhi Polymers,Riddhi Polymers,Customer
,Rieco Industries Ltd.,Rieco Industries Ltd.,Rieco,Rieco Industries,Customer
,RINA India Pvt. Ltd.,RINA India Pvt. Ltd.,RINA,RINA,Customer
,Ringspann Power Transmission India Pvt. Ltd.,RINGSPANN Power Transmission India Pvt. Ltd.,RINGSPANN Power,RINGSPANN,Customer
,Rise n' Shine Biotech Pvt. Ltd.,Rise n' Shine Biotech Pvt. Ltd.,Rise n' Shine Biotech,Rise n Shine Biotech,Customer
,Rishant Agencies,Rishant Agencies,Rishant Agencies,Rishant Agencies,Customer
,Rising Stars Mobile India Pvt. Ltd.,Rising Stars Mobile India Pvt. Ltd.,Rising Stars Mobile,Rising Stars Mobile India Pvt. Ltd.,Customer
,River Engineering Pvt. Ltd.,River Engineering Pvt. Ltd.,River Engineering,River Engineering,Customer
,Rivigo Services Pvt. Ltd.,Rivigo Services Pvt. Ltd.,Rivigo,RIVIGO,Customer
,Rk Infra India Pvt. Ltd.,Rk Infra India Pvt. Ltd.,RK Infra,Rk Infra,Customer
,RMC Readymix India Pvt. Ltd.,RMC Readymix India Pvt. Ltd.,RMC Readymix,RMC Readymix India,Customer
,RNS Electrical and Engineering,RNS Electrical and Engineering,RNS Electrical,RNS Electrical Engg,Customer
,Robin Precision Products Pvt. Ltd.,Robin Precision Products Pvt. Ltd.,Robin Precision,Robin Precision,Customer
,Rockman Industries Ltd.,Rockman Industries Ltd.,Rockman Industries,Rockman Industries,Customer
